NoDiaWord	Strong	RMAC	Lemma
απεχοντος	G568	V-PAP-GSM	ἀπέχω
επεμψε	G3992	V-AAI-3S	πέμπω
φιλους	G5384	A-APM	φίλος
σκυλλου	G4660	V-PPM-2S	σκύλλω
ηξιωσα	G515	V-AAI-1S	ἀξιόω
τασσομενος	G5021	V-PPP-NSM	τάσσω
ακολουθουντι	G190	V-PAP-DSM	ἀκολουθέω
υποστρεψαντες	G5290	V-AAP-NPM	ὑποστρέφω
πεμφθεντες	G3992	V-APP-NPM	πέμπω
ασθενουντα	G770	V-PAP-ASM	ἀσθενέω
υγιαινοντα	G5198	V-PAP-ASM	ὑγιαίνω
εξης	G1836	ADV	ἑξῆς
καλουμενην	G2564	V-PPP-ASF	καλέω
ναιν	G3484	N-PRI	Ναΐν
συνεπορευοντο	G4848	V-INI-3P	συμπορεύομαι
ικανοι	G2425	A-NPM	ἱκανός
ηγγισε	G1448	V-AAI-3S	ἐγγίζω
πυλη	G4439	N-DSF	πύλη
εξεκομιζετο	G1580	V-IPI-3S	ἐκκομίζω
τεθνηκως	G2348	V-RAP-NSM	θνήσκω
μονογενης	G3439	A-NSM	μονογενής
κλαιε	G2799	V-PAM-2S	κλαίω
σορου	G4673	N-GSF	σορός
βασταζοντες	G941	V-PAP-NPM	βαστάζω
νεανισκε	G3495	N-VSM	νεανίσκος
εγερθητι	G1453	V-APM-2S	ἐγείρω
ανεκαθισεν	G339	V-AAI-3S	ἀνακαθίζω
περιχωρω	G4066	A-DSF	περίχωρος
προσδοκωμεν	G4328	V-PAS-1P	προσδοκάω
απεσταλκεν	G649	V-RAI-3S	ἀποστέλλω
μαστιγων	G3148	N-GPF	μάστιξ
εχαρισατο	G5483	V-ADI-3S	χαρίζομαι
ειδετε	G1492	V-2AAI-2P	εἴδω
απελθοντων	G565	V-2AAP-GPM	ἀπέρχομαι
εξεληλυθατε	G1831	V-RAI-2P	ἐξέρχομαι
ιματισμω	G2441	N-DSM	ἱματισμός
ενδοξω	G1741	A-DSM	ἔνδοξος
τρυφη	G5172	N-DSF	τρυφή
υπαρχοντες	G5225	V-PAP-NPM	ὑπάρχω
βασιλειοις	G934	A-DPM	βασίλειος
περισσοτερον	G4053	A-ASM-C	περισσός
εδικαιωσαν	G1344	V-AAI-3P	δικαιόω
βαπτισθεντες	G907	V-APP-NPM	βαπτίζω
νομικοι	G3544	A-NPM	νομικός
βουλην	G1012	N-ASF	βουλή
ηθετησαν	G114	V-AAI-3P	ἀθετέω
ομοιοι	G3664	A-NPM	ὅμοιος
παιδιοις	G3813	N-DPN	παιδίον
καθημενοις	G2521	V-PNP-DPN	κάθημαι
προσφωνουσιν	G4377	V-PAI-3P	προσφωνέω
εκλαυσατε	G2799	V-AAI-2P	κλαίω
εληλυθεν	G2064	V-2RAI-3S	ἔρχομαι
φαγη	G5315	V-2AAS-3S	φάγω
φαρισαιου	G5330	N-GSM	Φαρισαῖος
ανεκλιθη	G347	V-API-3S	ἀνακλίνω
αμαρτωλος	G268	A-NSF	ἁμαρτωλός
επιγνουσα	G1921	V-2AAP-NSF	ἐπιγινώσκω
ανακειται	G345	V-PNI-3S	ἀνακεῖμαι
κομισασα	G2865	V-AAP-NSF	κομίζω
στασα	G2476	V-2AAP-NSF	ἵστημι
βρεχειν	G1026	V-PAN	βρέχω
δακρυσι	G1144	N-DPN	δάκρυ
θριξι	G2359	N-DPF	θρίξ
εξεμασσε	G1591	V-IAI-3S	ἐκμάσσω
κατεφιλει	G2705	V-IAI-3S	καταφιλέω
ηλειφε	G218	V-IAI-3S	ἀλείφω
μυρω	G3464	N-DSN	μύρον
φαρισαιος	G5330	N-NSM	Φαρισαῖος
ποταπη	G4217	A-NSF	ποταπός
απτεται	G680	V-PMI-3S	ἅπτομαι
φησι	G5346	V-PXI-3S	φημί
χρεωφειλεται	G5533	N-NPM	χρεωφειλέτης
δανειστη	G1157	N-DSM	δανειστής
ωφειλε	G3784	V-IAI-3S	ὀφείλω
πεντακοσια	G4001	A-APN	πεντακόσιοι
αμφοτεροις	G297	A-DPM	ἀμφότερος
υπολαμβανω	G5274	V-PAI-1S	ὑπολαμβάνω
εκρινας	G2919	V-AAI-2S	κρίνω
εισηλθον	G1525	V-2AAI-1S	εἰσέρχομαι
εδωκας	G1325	V-AAI-2S	δίδωμι
δακρυσιν	G1144	N-DPN	δάκρυ
εβρεξε	G1026	V-AAI-3S	βρέχω
εξεμαξε	G1591	V-AAI-3S	ἐκμάσσω
φιλημα	G5370	N-ASN	φίλημα
διελιπε	G1257	V-2AAI-3S	διαλείπω
καταφιλουσα	G2705	V-PAP-NSF	καταφιλέω
ηλειψας	G218	V-AAI-2S	ἀλείφω
ηλειψε	G218	V-AAI-3S	ἀλείφω
χαριν	G5484	ADV	χάριν
ηγαπησε	G25	V-AAI-3S	ἀγαπάω
ολιγον	G3641	A-ASN	ὀλίγος
συνανακειμενοι	G4873	V-PNP-NPM	συνανάκειμαι
διωδευε	G1353	V-IAI-3S	διοδεύω
ευαγγελιζομενος	G2097	V-PMP-NSM	εὐαγγελίζω
τινες	G5100	X-NPF	τίς
τεθεραπευμεναι	G2323	V-RPP-NPF	θεραπεύω
καλουμενη	G2564	V-PPP-NSF	καλέω
εξεληλυθει	G1831	V-LAI-3S	ἐξέρχομαι
ιωαννα	G2489	N-GSF	Ἰωάννα
χουζα	G5529	N-GSM	Χουζᾶς
επιτροπου	G2012	N-GSM	ἐπίτροπος
σουσαννα	G4677	N-NSF	Σουσάννα
ετεραι	G2087	A-NPF	ἕτερος
υπαρχοντων	G5224	V-PAP-GPN	ὑπάρχοντα
συνιοντος	G4896	V-PXP-GSM	σύνειμι
πολλου	G4183	A-GSM	πολύς
επιπορευομενων	G1975	V-PNP-GPM	ἐπιπορεύομαι
κατεπατηθη	G2662	V-API-3S	καταπατέω
ετερον	G2087	A-NSN	ἕτερος
φυεν	G5453	V-2APP-NSN	φύω
ικμαδα	G2429	N-ASF	ἱκμάς
συμφυεισαι	G4855	V-2APP-NPF	συμφύω
αγαθην	G18	A-ASF	ἀγαθός
εκατονταπλασιονα	G1542	A-ASM	ἑκατονταπλασίων
εφωνει	G5455	V-IAI-3S	φωνέω
παραβολη	G3850	N-NSF	παραβολή
συνιωσιν	G4920	V-PAS-3P	συνίημι
πιστευσαντες	G4100	V-AAP-NPM	πιστεύω
σωθωσιν	G4982	V-APS-3P	σώζω
δεχονται	G1209	V-PNI-3P	δέχομαι
πιστευουσι	G4100	V-PAI-3P	πιστεύω
πειρασμου	G3986	N-GSM	πειρασμός
αφιστανται	G868	V-PNI-3P	ἀφίστημι
πεσον	G4098	V-2AAP-NSN	πίπτω
μεριμνων	G3308	N-GPF	μέριμνα
ηδονων	G2237	N-GPF	ἡδονή
βιου	G979	N-GSM	βίος
συμπνιγονται	G4846	V-PPI-3P	συμπνίγω
τελεσφορουσι	G5052	V-PAI-3P	τελεσφορέω
καλη	G2570	A-DSF	καλός
αγαθη	G18	A-DSF	ἀγαθός
κατεχουσι	G2722	V-PAI-3P	κατέχω
υπομονη	G5281	N-DSF	ὑπομονή
αψας	G681	V-AAP-NSM	ἅπτω
καλυπτει	G2572	V-PAI-3S	καλύπτω
σκευει	G4632	N-DSN	σκεῦος
τιθησιν	G5087	V-PAI-3S	τίθημι
λυχνιας	G3087	N-GSF	λυχνία
επιτιθησιν	G2007	V-PAI-3S	ἐπιτίθημι
φανερον	G5318	A-ASN	φανερός
συντυχειν	G4940	V-2AAN	συντυγχάνω
απηγγελη	G518	V-2API-3S	ἀπαγγέλλω
εστηκασιν	G2476	V-RAI-3P	ἵστημι
θελοντες	G2309	V-PAP-NPM	θέλω
ποιουντες	G4160	V-PAP-NPM	ποιέω
λιμνης	G3041	N-GSF	λίμνη
ανηχθησαν	G321	V-API-3P	ἀνάγω
πλεοντων	G4126	V-PAP-GPM	πλέω
αφυπνωσε	G879	V-AAI-3S	ἀφυπνόω
συνεπληρουντο	G4845	V-IPI-3P	συμπληρόω
εκινδυνευον	G2793	V-IAI-3P	κινδυνεύω
διηγειραν	G1326	V-AAI-3P	διεγείρω
κλυδωνι	G2830	N-DSM	κλύδων
επαυσαντο	G3973	V-AMI-3P	παύω
φοβηθεντες	G5399	V-AOP-NPM	φοβέω
κατεπλευσαν	G2668	V-AAI-3P	καταπλέω
αντιπεραν	G495	ADV	ἀντιπέραν
υπηντησεν	G5221	V-AAI-3S	ὑπαντάω
χρονων	G5550	N-GPM	χρόνος
ικανων	G2425	A-GPM	ἱκανός
ενεδιδυσκετο	G1737	V-IMI-3S	ἐνδιδύσκω
εμενεν	G3306	V-IAI-3S	μένω
ανακραξας	G349	V-AAP-NSM	ἀνακράζω
δεομαι	G1189	V-PNI-1S	δέομαι
παρηγγελλε	G3853	V-IAI-3S	παραγγέλλω
χρονοις	G5550	N-DPM	χρόνος
συνηρπακει	G4884	V-LAI-3S	συναρπάζω
εδεσμειτο	G1196	V-IPI-3S	δεσμέω
φυλασσομενος	G5442	V-PPP-NSM	φυλάσσω
διαρρησσων	G1284	V-PAP-NSM	διαρῥήσσω
δεσμα	G1199	N-APN	δεσμόν
ηλαυνετο	G1643	V-IPI-3S	ἐλαύνω
δαιμονος	G1142	N-GSM	δαίμων
ερημους	G2048	A-APF	ἔρημος
επιταξη	G2004	V-AAS-3S	ἐπιτάσσω
αβυσσον	G12	N-ASF	ἄβυσσος
βοσκομενων	G1006	V-PPP-GPM	βόσκω
επιτρεψη	G2010	V-AAS-3S	ἐπιτρέπω
απεπνιγη	G638	V-2API-3S	ἀποπνίγω
γεγενημενον	G1096	V-RPP-ASN	γίνομαι
απαν	G537	A-NSN	ἅπας
φοβω	G5401	N-DSM	φόβος
συνειχοντο	G4912	V-IPI-3P	συνέχω
εδεετο	G1189	V-INI-3S	δέομαι
απελυσε	G630	V-AAI-3S	ἀπολύω
υποστρεφε	G5290	V-PAM-2S	ὑποστρέφω
διηγου	G1334	V-PNM-2S	διηγέομαι
υποστρεψαι	G5290	V-AAN	ὑποστρέφω
απεδεξατο	G588	V-ADI-3S	ἀποδέχομαι
προσδοκωντες	G4328	V-PAP-NPM	προσδοκάω
υπηρχε	G5225	V-IAI-3S	ὑπάρχω
μονογενης	G3439	A-NSF	μονογενής
απεθνησκεν	G599	V-IAI-3S	ἀποθνήσκω
υπαγειν	G5217	V-PAN	ὑπάγω
συνεπνιγον	G4846	V-IAI-3P	συμπνίγω
ιατρους	G2395	N-APM	ἰατρός
προσαναλωσασα	G4321	V-AAP-NSF	προσαναλίσκω
ισχυσεν	G2480	V-AAI-3S	ἰσχύω
θεραπευθηναι	G2323	V-APN	θεραπεύω
ρυσις	G4511	N-NSF	ῥύσις
αψαμενος	G680	V-AMP-NSM	ἅπτομαι
αρνουμενων	G720	V-PNP-GPM	ἀρνέομαι
συνεχουσι	G4912	V-PAI-3P	συνέχω
αποθλιβουσι	G598	V-PAI-3P	ἀποθλίβω
ελαθε	G2990	V-2AAI-3S	λανθάνω
προσπεσουσα	G4363	V-2AAP-NSF	προσπίπτω
απηγγειλεν	G518	V-AAI-3S	ἀπαγγέλλω
τεθνηκεν	G2348	V-RAI-3S	θνήσκω
σκυλλε	G4660	V-PAM-2S	σκύλλω
παιδος	G3816	N-GSF	παῖς
εκλαιον	G2799	V-IAI-3P	κλαίω
εκοπτοντο	G2875	V-IMI-3P	κόπτω
κλαιετε	G2799	V-PAM-2P	κλαίω
παις	G3816	N-NSF	παῖς
εγειρου	G1453	V-PEM-2S	ἐγείρω
επεστρεψε	G1994	V-AAI-3S	ἐπιστρέφω
διεταξεν	G1299	V-AAI-3S	διατάσσω
συγκαλεσαμενος	G4779	V-AMP-NSM	συγκαλέω
αιρετε	G142	V-PAM-2P	αἴρω
ραβδους	G4464	N-APF	ῥάβδος
αποτιναξατε	G660	V-AAM-2P	ἀποτινάσσω
διηρχοντο	G1330	V-INI-3P	διέρχομαι
ευαγγελιζομενοι	G2097	V-PMP-NPM	εὐαγγελίζω
θεραπευοντες	G2323	V-PAP-NPM	θεραπεύω
ηκουσε	G191	V-AAI-3S	ἀκούω
διηπορει	G1280	V-IAI-3S	διαπορέω
λεγεσθαι	G3004	V-PPN	λέγω
τινων	G5100	X-GPM	τίς
αρχαιων	G744	A-GPM	ἀρχαῖος
ακουω	G191	V-PAI-1S	ἀκούω
υπεχωρησε	G5298	V-AAI-3S	ὑποχωρέω
καλουμενης	G2564	V-PPP-GSF	καλέω
βηθσαιδα	G966	N-PRI	Βηθσαϊδά
δεξαμενος	G1209	V-ADP-NSM	δέχομαι
κλινειν	G2827	V-PAN	κλίνω
καταλυσωσι	G2647	V-AAS-3P	καταλύω
ευρωσιν	G2147	V-2AAS-3P	εὑρίσκω
επισιτισμον	G1979	N-ASM	ἐπισιτισμός
ερημω	G2048	A-DSM	ἔρημος
ιχθυες	G2486	N-NPM	ἰχθύς
κατακλινατε	G2625	V-AAM-2P	κατακλίνω
κλισιας	G2828	N-APF	κλισία
ανεκλιναν	G347	V-AAI-3P	ἀνακλίνω
παρατιθεναι	G3908	V-APN	παρατίθημι
ηρθη	G142	V-API-3S	αἴρω
περισσευσαν	G4052	V-AAP-NSN	περισσεύω
κοφινοι	G2894	N-NPM	κόφινος
προσευχομενον	G4336	V-PNP-ASM	προσεύχομαι
συνησαν	G4895	V-IXI-3P	σύνειμι
επιτιμησας	G2008	V-AAP-NSM	ἐπιτιμάω
κερδησας	G2770	V-AAP-NSM	κερδαίνω
ζημιωθεις	G2210	V-APP-NSM	ζημιόω
γευσονται	G1089	V-FDI-3P	γεύομαι
ειδος	G1491	N-NSN	εἶδος
ιματισμος	G2441	N-NSM	ἱματισμός
λευκος	G3022	A-NSM	λευκός
εξαστραπτων	G1823	V-PAP-NSM	ἐξαστράπτω
οφθεντες	G3700	V-APP-NPM	ὀπτάνομαι
εξοδον	G1841	N-ASF	ἔξοδος
εμελλε	G3195	V-IAI-3S	μέλλω
πληρουν	G4137	V-PAN	πληρόω
υπνω	G5258	N-DSM	ὕπνος
διαγρηγορησαντες	G1235	V-AAP-NPM	διαγρηγορέω
ανδρας	G435	N-APM	ἀνήρ
συνεστωτας	G4921	V-RAP-APM	συνιστάω
διαχωριζεσθαι	G1316	V-PNN	διαχωρίζομαι
νεφελην	G3507	N-ASF	νεφέλη
εσιγησαν	G4601	V-AAI-3P	σιγάω
εωρακασιν	G3708	V-RAI-3P-ATT	ὁράω
κατελθοντων	G2718	V-2AAP-GPM	κατέρχομαι
συνηντησεν	G4876	V-AAI-3S	συναντάω
ανεβοησε	G310	V-AAI-3S	ἀναβοάω
επιβλεψον	G1914	V-AAM-2S	ἐπιβλέπω
σπαρασσει	G4682	V-PAI-3S	σπαράσσω
αφρου	G876	N-GSM	ἀφρός
μογις	G3425	ADV	μόγις
αποχωρει	G672	V-PAI-3S	ἀποχωρέω
συντριβον	G4937	V-PAP-NSN	συντρίβω
εδεηθην	G1189	V-API-1S	δέομαι
εκβαλλωσιν	G1544	V-PAS-3P	ἐκβάλλω
απιστος	G571	A-NSF	ἄπιστος
προσαγαγε	G4317	V-2AAM-2S	προσάγω
προσερχομενου	G4334	V-PNP-GSM	προσέρχομαι
ερρηξεν	G4486	V-AAI-3S	ῥήγνυμι
συνεσπαραξεν	G4952	V-AAI-3S	συσπαράσσω
ιασατο	G2390	V-ADI-3S	ἰάομαι
παιδα	G3816	N-ASM	παῖς
απεδωκεν	G591	V-AAI-3S	ἀποδίδωμι
μεγαλειοτητι	G3168	N-DSF	μεγαλειότης
θαυμαζοντων	G2296	V-PAP-GPM	θαυμάζω
θεσθε	G5087	V-2AMM-2P	τίθημι
παρακεκαλυμμενον	G3871	V-RPP-NSN	παρακαλύπτω
αισθωνται	G143	V-2ADS-3P	αἰσθάνομαι
ερωτησαι	G2065	V-AAN	ἐρωτάω
διαλογισμος	G1261	N-NSM	διαλογισμός
διαλογισμον	G1261	N-ASM	διαλογισμός
πασιν	G3956	A-DPM	πᾶς
υπαρχων	G5225	V-PAP-NSM	ὑπάρχω
συμπληρουσθαι	G4845	V-PPN	συμπληρόω
αναληψεως	G354	N-GSF	ἀνάληψις
εστηριξε	G4741	V-AAI-3S	στηρίζω
εδεξαντο	G1209	V-ADI-3P	δέχομαι
πορευομενον	G4198	V-PNP-NSN	πορεύομαι
αναλωσαι	G355	V-AAN	ἀναλίσκω
οιου	G3634	K-GSN	οἷος
ψυχας	G5590	N-APF	ψυχή
ετεραν	G2087	A-ASF	ἕτερος
απελθοντι	G565	V-2AAP-DSM	ἀπέρχομαι
διαγγελλε	G1229	V-PAM-2S	διαγγέλλω
αποταξασθαι	G657	V-AMN	ἀποτάσσομαι
αροτρον	G723	N-ASN	ἄροτρον
ευθετος	G2111	A-NSM	εὔθετος
ανεδειξεν	G322	V-AAI-3S	ἀναδείκνυμι
εβδομηκοντα	G1440	A-NUI	ἑβδομήκοντα
εμελλεν	G3195	V-IAI-3S	μέλλω
αρνας	G704	N-APM	ἀρήν
βασταζετε	G941	V-PAM-2P	βαστάζω
βαλαντιον	G905	N-ASN	βαλάντιον
εισερχησθε	G1525	V-PNS-2P	εἰσέρχομαι
λεγετε	G3004	V-PAM-2P	λέγω
επαναπαυσεται	G1879	V-FDI-3S	ἐπαναπαύομαι
ανακαμψει	G344	V-FAI-3S	ἀνακάμπτω
μισθου	G3408	N-GSM	μισθός
μεταβαινετε	G3327	V-PAM-2P	μεταβαίνω
δεχωνται	G1209	V-PNS-3P	δέχομαι
εσθιετε	G2068	V-PAM-2P	ἐσθίω
παρατιθεμενα	G3908	V-PPP-APN	παρατίθημι
ασθενεις	G772	A-APM	ἀσθενής
πλατειας	G4113	N-APF	πλατεῖα
κολληθεντα	G2853	V-APP-ASM	κολλάω
απομασσομεθα	G631	V-PMI-1P	ἀπομάσσομαι
χωραζιν	G5523	N-PRI	Χοραζίν
αθετων	G114	V-PAP-NSM	ἀθετέω
αθετει	G114	V-PAI-3S	ἀθετέω
υποτασσεται	G5293	V-PPI-3S	ὑποτάσσω
εθεωρουν	G2334	V-IAI-1P	θεωρέω
αστραπην	G796	N-ASF	ἀστραπή
πεσοντα	G4098	V-2AAP-ASM	πίπτω
πατειν	G3961	V-PAN	πατέω
οφεων	G3789	N-GPM	ὄφις
σκορπιων	G4651	N-GPM	σκορπίος
εχθρου	G2190	A-GSM	ἐχθρός
αδικηση	G91	V-AAS-3S	ἀδικέω
εγραφη	G1125	V-2API-3S	γράφω
ηγαλλιασατο	G21	V-ADI-3S	ἀγαλλιάω
εκπειραζων	G1598	V-PAP-NSM	ἐκπειράζω
κληρονομησω	G2816	V-FAI-1S	κληρονομέω
αναγινωσκεις	G314	V-PAI-2S	ἀναγινώσκω
απεκριθης	G611	V-ADI-2S	ἀποκρίνομαι
ποιει	G4160	V-PAM-2S	ποιέω
ζηση	G2198	V-FAI-2S	ζάω
δικαιουν	G1344	V-PAN	δικαιόω
υπολαβων	G5274	V-2AAP-NSM	ὑπολαμβάνω
κατεβαινεν	G2597	V-IAI-3S	καταβαίνω
λησταις	G3027	N-DPM	λῃστής
περιεπεσεν	G4045	V-2AAI-3S	περιπίπτω
πληγας	G4127	N-APF	πληγή
επιθεντες	G2007	V-2AAP-NPM	ἐπιτίθημι
ημιθανη	G2253	A-ASM	ἡμιθανής
τυγχανοντα	G5177	V-PAP-ASM	τυγχάνω
συγκυριαν	G4795	N-ASF	συγκυρία
αντιπαρηλθεν	G492	V-2AAI-3S	ἀντιπαρέρχομαι
λευιτης	G3019	N-NSM	Λευΐτης
σαμαρειτης	G4541	N-NSM	Σαμαρείτης
οδευων	G3593	V-PAP-NSM	ὁδεύω
κατεδησε	G2611	V-AAI-3S	καταδέω
τραυματα	G5134	N-APN	τραύμα
επιχεων	G2022	V-PAP-NSM	ἐπιχέω
επιβιβασας	G1913	V-AAP-NSM	ἐπιβιβάζω
ιδιον	G2398	A-ASN	ἴδιος
κτηνος	G2934	N-ASN	κτῆνος
πανδοχειον	G3829	N-ASN	πανδοχεῖον
επεμεληθη	G1959	V-AOI-3S	ἐπιμελέομαι
πανδοχει	G3830	N-DSM	πανδοχεύς
επιμεληθητι	G1959	V-APM-2S	ἐπιμελέομαι
προσδαπανησης	G4325	V-AAS-2S	προσδαπανάω
επανερχεσθαι	G1880	V-PNN	ἐπανέρχομαι
γεγονεναι	G1096	V-2RAN	γίνομαι
εμπεσοντος	G1706	V-2AAP-GSM	ἐμπίπτω
τινα	G5100	X-ASF	τίς
μαρθα	G3136	N-NSF	Μάρθα
υπεδεξατο	G5264	V-ADI-3S	ὑποδέχομαι
τηδε	G3592	D-DSF	ὅδε
παρακαθισασα	G3869	V-AAP-NSF	παρακαθίζω
περιεσπατο	G4049	V-IPI-3S	περισπάω
διακονιαν	G1248	N-ASF	διακονία
μονην	G3441	A-ASF	μόνος
κατελιπε	G2641	V-2AAI-3S	καταλείπω
διακονειν	G1247	V-PAN	διακονέω
συναντιλαβηται	G4878	V-2ADS-3S	συναντιλαμβάνομαι
μαρθα	G3136	N-VSF	Μάρθα
μεριμνας	G3309	V-PAI-2S	μεριμνάω
τυρβαζη	G5182	V-PPI-2S	τυρβάζω
χρεια	G5532	N-NSF	χρεία
μεριδα	G3310	N-ASF	μερίς
αφαιρεθησεται	G851	V-FPI-3S	ἀφαιρέω
διδαξον	G1321	V-AAM-2S	διδάσκω
εδιδαξε	G1321	V-AAI-3S	διδάσκω
προσευχησθε	G4336	V-PNS-2P	προσεύχομαι
οφειλοντι	G3784	V-PAP-DSM	ὀφείλω
φιλον	G5384	A-ASM	φίλος
πορευσεται	G4198	V-FDI-3S	πορεύομαι
φιλε	G5384	N-VSM	φίλος
χρησον	G5531	V-AAM-2S	χράω
παρεγενετο	G3854	V-2ADI-3S	παραγίνομαι
παραθησω	G3908	V-FAI-1S	παρατίθημι
κακεινος	G2548	D-NSM-C	κἀκεῖνος
κεκλεισται	G2808	V-RPI-3S	κλείω
κοιτην	G2845	N-ASF	κοίτη
γε	G1065	PRT	γέ
αναιδειαν	G335	N-ASF	ἀναίδεια
οσων	G3745	K-GPM	ὅσος
χρηζει	G5535	V-PAI-3S	χρῄζω
αιτησει	G154	V-FAI-3S	αἰτέω
ιχθυος	G2486	N-GSM	ἰχθύς
ωον	G5609	N-ASN	ὠόν
σκορπιον	G4651	N-ASM	σκορπίος
εξελθοντος	G1831	V-2AAP-GSN	ἐξέρχομαι
διανοηματα	G1270	N-APN	διανόημα
διαμερισθεισα	G1266	V-APP-NSF	διαμερίζω
διεμερισθη	G1266	V-API-3S	διαμερίζω
ισχυρος	G2478	A-NSM	ἰσχυρός
καθωπλισμενος	G2528	V-RPP-NSM	καθοπλίζω
φυλασση	G5442	V-PAS-3S	φυλάσσω
υπαρχοντα	G5224	V-PAP-NPN	ὑπάρχοντα
επελθων	G1904	V-2AAP-NSM	ἐπέρχομαι
νικηση	G3528	V-AAS-3S	νικάω
